date,open,high,close,low,volume,amount
2016-09-09,15.88,16.54,15.88,15.75,22430747.0,364093594.0
2016-09-08,15.6,16.1,15.9,15.53,13730174.0,217293341.0
2016-09-07,15.09,16.0,15.87,14.89,18380676.0,283518068.0
2016-09-06,15.23,15.23,15.1,14.68,8009146.0,119810681.0
2016-09-05,14.9,15.37,15.19,14.85,9183176.0,139570430.0
2016-09-02,14.86,15.06,14.9,14.65,8082220.0,120321178.0
2016-09-01,15.33,15.41,14.76,14.69,14187833.0,212817471.0
2016-08-31,15.43,15.62,15.42,15.1,10616772.0,162726337.0
2016-08-30,15.43,15.66,15.43,15.12,11368932.0,174818683.0
2016-08-29,15.9,16.15,15.22,15.14,17378597.0,269596636.0
2016-08-26,16.19,16.29,16.15,15.62,22254245.0,354567476.0
2016-08-25,15.34,16.55,16.39,14.9,27500229.0,432668641.0
2016-08-24,14.3,15.25,15.25,14.28,20323424.0,302481813.0
2016-08-23,14.4,14.74,14.41,14.17,12895560.0,186555638.0
2016-08-22,13.62,14.9,14.41,13.62,20489580.0,293123496.0
2016-08-19,13.67,13.76,13.6,13.46,4461742.0,60607100.0
2016-08-18,13.78,14.03,13.67,13.62,6188902.0,85275631.0
2016-08-17,13.5,13.91,13.85,13.43,9311174.0,127927733.0
2016-08-16,13.4,13.6,13.54,13.32,5256716.0,71003999.0
2016-08-15,13.28,13.54,13.4,13.08,4021889.0,53763854.0
2016-08-12,13.16,13.37,13.24,12.98,3084959.0,40780969.0
2016-08-11,13.4,13.4,13.06,12.95,4887640.0,64354083.0
2016-08-10,13.33,13.67,13.4,13.31,6967764.0,93665534.0
2016-08-09,12.62,13.52,13.46,12.61,7288062.0,95473619.0
2016-08-08,12.58,12.64,12.62,12.39,2144624.0,26867244.0
2016-08-05,12.65,12.67,12.58,12.5,2032776.0,25552712.0
2016-08-04,12.75,12.75,12.65,12.44,2912421.0,36684739.0
2016-08-03,12.4,12.75,12.65,12.38,3985841.0,50162348.0
2016-08-02,12.3,12.44,12.38,12.21,2082523.0,25738890.0
2016-08-01,12.59,12.69,12.3,12.15,3260258.0,40162797.0
2016-07-29,12.66,12.78,12.61,12.54,3106343.0,39280193.0
2016-07-28,12.99,13.05,12.64,12.49,5444239.0,69344885.0
2016-07-27,13.88,13.9,12.98,12.82,8390552.0,111636727.0
2016-07-26,13.58,13.85,13.85,13.53,3807795.0,52282291.0
2016-07-25,13.59,13.73,13.61,13.51,3746094.0,51042485.0
2016-07-22,13.8,13.93,13.61,13.6,4389967.0,60222425.0
2016-07-21,13.94,14.03,13.86,13.82,4457237.0,62004734.0
2016-07-20,14.03,14.12,13.96,13.9,5624116.0,78628134.0
2016-07-19,13.88,14.09,14.03,13.72,6798192.0,94548374.0
2016-07-18,13.82,13.93,13.78,13.62,4988340.0,68661646.0
2016-07-15,13.95,13.96,13.82,13.71,5432713.0,75058250.0
2016-07-14,13.97,14.1,13.95,13.82,7268460.0,101105355.0
2016-07-13,13.89,14.09,14.06,13.78,8293967.0,115361526.0
2016-07-12,13.6,13.88,13.86,13.49,6708388.0,92044408.0
2016-07-11,13.57,14.13,13.62,13.51,9397311.0,129734247.0
2016-07-08,13.66,13.99,13.81,13.37,9555282.0,131229279.0
2016-07-07,13.46,13.85,13.67,13.37,9358644.0,127816096.0
2016-07-06,13.42,13.51,13.45,13.32,5521174.0,73926024.0
2016-07-05,13.48,13.54,13.41,13.33,4889440.0,65580980.0
2016-07-04,13.2,13.54,13.43,13.16,6619786.0,88553345.0
