date,open,high,close,low,volume,amount
2016-11-24,39.63,40.25,39.24,39.01,3400897.0,133680373.0
2016-11-23,40.77,40.79,39.5,39.44,5394539.0,214691150.0
2016-11-22,39.89,41.64,41.08,39.77,10459844.0,423025449.0
2016-11-21,38.63,40.14,39.87,38.27,6217688.0,242870977.0
2016-11-18,38.44,39.14,38.6,38.37,2653154.0,101945352.0
2016-11-17,38.78,39.09,38.39,38.36,2956131.0,113315201.0
2016-11-16,40.27,40.45,39.11,39.09,3629300.0,142838186.0
2016-11-15,39.91,40.25,40.16,39.16,4084937.0,161129955.0
2016-11-14,39.73,40.26,39.45,39.01,4758298.0,186947835.0
2016-11-11,40.41,41.16,39.73,39.71,7093985.0,283841389.0
2016-11-10,40.37,41.44,40.72,39.77,11049155.0,446742906.0
2016-11-09,38.97,41.46,40.06,38.41,12549141.0,493371998.0
2016-11-08,38.86,39.04,38.82,38.15,5113156.0,195857629.0
2016-11-07,38.86,39.46,38.62,38.27,6373518.0,245652463.0
2016-11-04,36.94,38.73,38.66,36.85,9570328.0,362310551.0
2016-11-03,36.44,37.54,36.94,36.31,4603540.0,169385006.0
2016-11-02,37.04,37.04,36.54,36.52,2659575.0,97020434.0
2016-11-01,36.79,37.09,37.06,36.64,2673160.0,97929999.0
2016-10-31,36.39,37.03,36.66,36.39,1899989.0,69246870.0
2016-10-28,37.55,37.77,36.75,36.69,3931902.0,145261994.0
2016-10-27,37.54,37.85,37.68,37.45,2346779.0,87813727.0
2016-10-26,38.39,38.39,37.66,37.65,3952526.0,148665877.0
2016-10-25,37.99,38.68,38.41,37.87,5225275.0,198998844.0
2016-10-24,38.05,38.32,38.07,37.75,2783432.0,105054747.0
2016-10-21,38.63,38.76,38.05,37.69,4207245.0,159413702.0
2016-10-20,39.03,39.55,38.82,38.76,3519581.0,136541333.0
2016-10-19,38.62,39.23,39.1,38.4,5942519.0,229484127.0
2016-10-18,38.35,39.26,38.67,37.72,6157545.0,235901800.0
2016-10-17,38.26,39.11,38.58,38.06,4643894.0,178062546.0
2016-10-14,38.4,38.84,38.55,37.76,4643355.0,177347050.0
2016-10-13,38.92,39.4,38.51,38.38,3968039.0,153764718.0
2016-10-12,39.18,39.28,38.99,38.86,2298580.0,89105953.0
2016-10-11,39.54,39.73,39.37,38.97,4947662.0,192939873.0
2016-10-10,38.55,39.75,39.53,38.41,5223098.0,203121474.0
2016-09-30,38.35,38.66,38.57,37.95,3551431.0,134942958.0
2016-09-29,39.06,39.36,38.63,38.4,3901299.0,150043657.0
2016-09-28,38.83,39.06,38.85,38.07,3821284.0,146317385.0
2016-09-27,38.71,39.14,38.98,37.05,4984298.0,188579918.0
2016-09-26,38.76,39.92,38.99,38.59,5207410.0,203036729.0
2016-09-23,40.97,40.97,39.26,39.14,5142987.0,205180977.0
2016-09-22,40.86,41.78,41.19,40.32,11437598.0,468285219.0
2016-09-21,40.41,40.77,40.38,40.03,4348449.0,174064104.0
2016-09-20,39.96,40.76,40.31,39.71,8762653.0,350025030.0
2016-09-19,38.76,39.97,39.86,38.57,4592769.0,179092906.0
2016-09-14,40.07,40.17,38.94,38.26,6817522.0,264775874.0
2016-09-13,42.19,42.25,41.01,40.87,5709865.0,235735767.0
2016-09-12,42.0,42.78,42.02,40.77,7135632.0,296798496.0
2016-09-09,41.9,43.05,42.47,41.8,7328627.0,309860030.0
2016-09-08,43.11,43.79,42.52,41.98,7805686.0,330577724.0
2016-09-07,41.58,43.28,42.94,41.29,13770949.0,583866346.0
2016-09-06,41.37,41.77,41.69,40.44,8572414.0,351283518.0
2016-09-05,41.63,42.18,41.63,40.79,5492879.0,226980702.0
2016-09-02,40.85,42.19,41.75,40.37,8467832.0,349864482.0
2016-09-01,41.05,41.56,41.17,40.3,5112497.0,208167322.0
2016-08-31,42.28,42.28,41.43,40.85,6656110.0,274033888.0
2016-08-30,43.06,43.5,42.55,42.49,8080878.0,345165561.0
2016-08-29,42.07,43.04,42.83,41.59,8291844.0,349684582.0
2016-08-26,42.66,43.19,42.65,41.53,10526519.0,444347463.0
2016-08-25,41.39,42.78,42.75,40.03,12221264.0,508477402.0
2016-08-24,42.23,42.52,41.94,41.07,9991241.0,415314243.0
2016-08-23,41.05,42.38,42.1,40.23,10769496.0,444013686.0
2016-08-22,40.15,43.21,41.7,39.96,16277845.0,679918570.0
2016-08-19,40.16,40.48,40.38,38.9,7538747.0,298231365.0
2016-08-18,40.85,41.24,40.36,39.96,7497563.0,301972117.0
2016-08-17,39.75,41.69,40.84,39.22,9733297.0,390278812.0
2016-08-16,40.07,40.78,40.03,39.64,8185759.0,328130540.0
2016-08-15,38.86,40.75,40.15,38.35,8953671.0,352226814.0
2016-08-12,38.0,39.51,39.22,37.85,5916609.0,229093715.0
2016-08-11,39.76,40.41,38.6,38.35,7580361.0,298511167.0
2016-08-10,39.23,42.27,40.59,38.86,12050390.0,485488215.0
2016-08-09,39.25,40.04,39.56,38.76,6915015.0,271557155.0
2016-08-08,38.76,39.44,39.37,37.03,6728406.0,254863084.0
2016-08-05,39.28,40.05,39.25,38.56,7382851.0,287617022.0
2016-08-04,39.96,41.77,40.14,39.67,14439840.0,583360117.0
2016-08-03,36.13,39.74,39.74,35.78,11126371.0,425407964.0
2016-08-02,35.79,36.52,36.13,35.64,3349545.0,120003878.0
2016-08-01,37.78,37.78,35.89,35.31,5490161.0,197773138.0
2016-07-29,37.9,39.44,38.56,37.31,7421228.0,283994105.0
2016-07-28,37.3,38.82,37.64,36.85,5848146.0,219165397.0
2016-07-27,41.23,41.23,38.46,37.7,10465561.0,412204913.0
2016-07-26,41.17,42.56,41.59,40.47,7930148.0,328707774.0
2016-07-25,40.83,42.15,41.21,39.83,9247646.0,376198144.0
2016-07-22,43.8,43.94,41.65,40.52,13557883.0,567711595.0
2016-07-21,45.3,47.11,44.43,44.29,13825408.0,623136405.0
2016-07-20,47.53,48.11,45.79,45.6,18703624.0,867676425.0
2016-07-19,46.19,50.06,48.74,43.79,29553336.0,1417796310.0
2016-07-18,45.83,45.83,45.83,45.83,4427990.0,201606385.0
2016-07-15,41.67,41.67,41.67,41.67,324925.0,13448646.0
2016-07-14,37.88,37.88,37.88,37.88,81305.0,3059507.0
2016-07-13,34.44,34.44,34.44,34.44,86060.0,2944113.0
2016-07-12,31.31,31.31,31.31,31.31,263480.0,8194228.0
2016-07-11,28.46,28.46,28.46,28.46,110761.0,3131213.0
2016-07-08,25.87,25.87,25.87,25.87,34056.0,875239.0
2016-07-07,23.52,23.52,23.52,23.52,27975.0,653496.0
2016-07-06,21.38,21.38,21.38,21.38,38400.0,815616.0
2016-07-05,19.44,19.44,19.44,19.44,16940.0,327111.0
2016-07-04,17.67,17.67,17.67,17.67,15393.0,270147.0
2016-07-01,16.06,16.06,16.06,16.06,15081.0,240542.0
2016-06-30,14.6,14.6,14.6,14.6,12300.0,178350.0
2016-06-29,11.05,13.27,13.27,11.05,29602.0,389934.0
