date,open,high,close,low,volume,amount
2016-11-24,11.32,11.35,11.22,11.07,9738834.0,108764613.0
2016-11-23,11.66,11.68,11.26,11.25,14264812.0,162708745.0
2016-11-22,11.53,11.69,11.63,11.44,11289121.0,130102349.0
2016-11-21,11.49,11.61,11.57,11.35,11383281.0,130111342.0
2016-11-18,11.33,11.67,11.44,11.29,11314265.0,129621373.0
2016-11-17,11.73,11.73,11.34,11.3,13311876.0,151455660.0
2016-11-16,11.6,12.02,11.59,11.51,27608663.0,323212967.0
2016-11-15,11.53,11.64,11.44,11.39,11804649.0,135112625.0
2016-11-14,11.19,11.59,11.54,11.13,21780668.0,245754037.0
2016-11-11,11.19,11.7,11.31,11.17,28994457.0,330464823.0
2016-11-10,10.8,11.25,11.17,10.78,28014451.0,309895817.0
2016-11-09,10.9,10.99,10.73,10.65,14481806.0,155628089.0
2016-11-08,11.01,11.01,10.77,10.7,13877861.0,149863183.0
2016-11-07,10.8,11.03,10.92,10.65,20475328.0,222387673.0
2016-11-04,10.35,11.0,10.79,10.32,33803591.0,362059651.0
2016-11-03,10.15,10.49,10.4,10.14,19560690.0,201270480.0
2016-11-02,10.1,10.45,10.3,10.04,18555914.0,189422319.0
2016-11-01,10.06,10.16,10.13,10.01,11591344.0,116312803.0
2016-10-31,10.02,10.14,10.07,9.99,7567173.0,75914947.0
2016-10-28,10.24,10.3,10.05,10.02,18444553.0,185954254.0
2016-10-27,10.34,10.37,10.22,10.17,9477537.0,96859813.0
2016-10-26,10.47,10.52,10.18,10.12,17920843.0,183116305.0
2016-10-25,10.52,10.54,10.47,10.4,8435099.0,87927593.0
2016-10-24,10.28,10.64,10.47,10.27,13818447.0,144623231.0
2016-10-21,10.45,10.59,10.29,10.21,15588092.0,161181285.0
2016-10-20,10.76,10.78,10.49,10.47,14084674.0,148430937.0
2016-10-19,10.64,10.9,10.68,10.54,15794156.0,168859421.0
2016-10-18,10.55,10.72,10.67,10.52,16624111.0,176140069.0
2016-10-17,10.4,10.8,10.64,10.26,26807726.0,282827738.0
2016-10-14,11.0,11.06,10.42,10.29,43223355.0,456408359.0
2016-10-13,11.38,11.54,11.11,11.04,43250499.0,482503072.0
2016-10-12,10.69,12.04,11.59,10.69,95093969.0,1071124860.0
