date,open,high,close,low,volume,amount
2016-11-24,8.63,8.7,8.54,8.5,17909516.0,153311019.0
2016-11-23,8.86,8.86,8.58,8.54,29193287.0,252245938.0
2016-11-22,9.06,9.13,8.89,8.85,30352828.0,269944914.0
2016-11-21,8.53,9.18,9.05,8.5,59440317.0,526449303.0
2016-11-18,8.49,8.68,8.52,8.47,19211141.0,164123903.0
2016-11-17,8.5,8.62,8.54,8.44,19613735.0,166606478.0
2016-11-16,8.67,8.72,8.51,8.45,28676103.0,243473429.0
2016-11-15,8.7,8.83,8.7,8.6,25594347.0,221243425.0
2016-11-14,8.7,8.83,8.78,8.56,39388795.0,341969870.0
2016-11-11,8.99,9.21,8.88,8.64,93619341.0,829371767.0
2016-11-10,8.01,8.86,8.86,7.97,74035614.0,636581703.0
2016-11-09,7.85,8.29,8.06,7.85,51922618.0,418317962.0
2016-11-08,7.74,7.81,7.79,7.71,10434539.0,80699243.0
2016-11-07,7.65,7.75,7.7,7.65,6760921.0,51816674.0
2016-11-04,7.74,7.76,7.67,7.64,8028721.0,61472707.0
2016-11-03,7.68,7.79,7.73,7.64,9165254.0,70477738.0
2016-11-02,7.82,7.87,7.7,7.69,10387119.0,80377069.0
2016-11-01,7.72,7.83,7.83,7.7,10297548.0,79775985.0
2016-10-31,7.67,7.73,7.72,7.63,6487200.0,49567809.0
2016-10-28,7.78,7.78,7.67,7.67,8769149.0,67288925.0
2016-10-27,7.71,7.82,7.76,7.69,9433014.0,72846680.0
2016-10-26,7.84,7.85,7.72,7.7,12369984.0,95405114.0
2016-10-25,7.82,7.91,7.84,7.82,11786533.0,92066060.0
2016-10-24,7.71,7.86,7.84,7.69,14635976.0,113485803.0
2016-10-21,7.7,7.77,7.73,7.57,20632792.0,157573414.0
2016-10-20,7.81,7.85,7.73,7.66,19048165.0,146336010.0
2016-10-19,7.92,8.01,7.8,7.77,19761109.0,154759953.0
2016-10-18,7.85,7.94,7.9,7.83,13651913.0,107159028.0
2016-10-17,8.06,8.06,7.87,7.84,10297528.0,81418450.0
2016-10-14,8.05,8.05,8.04,7.93,10185501.0,80968283.0
2016-10-13,8.11,8.29,8.05,7.97,23455094.0,189206237.0
2016-10-12,8.03,8.41,8.14,7.85,28144835.0,227768637.0
2016-10-11,8.05,8.2,8.02,7.97,13605648.0,108841196.0
2016-10-10,7.94,8.14,8.12,7.8,19792378.0,156998615.0
2016-09-30,7.89,7.96,7.93,7.77,16889052.0,132239934.0
2016-09-29,7.65,7.96,7.94,7.64,27214982.0,210946930.0
2016-09-28,7.4,7.72,7.68,7.34,21196423.0,159412480.0
2016-09-27,7.24,7.4,7.39,7.2,10764279.0,78237668.0
2016-09-26,7.46,7.53,7.23,7.18,14784384.0,108277944.0
2016-09-23,7.69,7.69,7.52,7.52,10779934.0,81387308.0
2016-09-22,7.82,7.85,7.66,7.63,18569203.0,142516897.0
2016-09-21,7.7,7.82,7.74,7.63,13070850.0,100595212.0
2016-09-20,7.81,7.91,7.78,7.74,25647755.0,199305140.0
2016-09-19,7.53,7.7,7.68,7.53,16800633.0,127380410.0
2016-09-14,7.69,7.69,7.53,7.43,19555118.0,147214898.0
2016-09-13,7.67,7.8,7.77,7.59,15099267.0,116098017.0
2016-09-12,7.82,7.82,7.61,7.45,27675663.0,208762852.0
2016-09-09,8.27,8.42,7.85,7.84,46445584.0,375061186.0
2016-09-08,8.24,8.27,8.2,8.11,22546254.0,183769241.0
2016-09-07,7.84,8.47,8.3,7.84,48800205.0,394906229.0
2016-09-06,7.96,7.96,7.92,7.64,25296428.0,196104827.0
2016-09-05,7.87,8.06,7.94,7.87,26406549.0,209477480.0
2016-09-02,7.89,7.94,7.82,7.76,21227356.0,165308095.0
2016-09-01,7.92,8.02,7.96,7.8,30899113.0,242533131.0
2016-08-31,7.66,8.12,7.99,7.66,56242264.0,441633795.0
2016-08-30,7.59,7.9,7.62,7.57,46528226.0,356725502.0
2016-08-29,7.44,7.57,7.44,7.39,25657862.0,190582274.0
2016-08-26,7.28,7.64,7.55,7.25,43567247.0,324459975.0
2016-08-25,7.3,7.53,7.33,7.22,41071126.0,300347739.0
2016-08-24,7.11,7.16,7.14,7.09,9375350.0,66504394.0
2016-08-23,7.05,7.16,7.11,7.04,10534703.0,74501555.0
2016-08-22,7.21,7.26,7.05,7.05,20347631.0,144780439.0
2016-08-19,7.18,7.34,7.28,7.16,15902460.0,115249440.0
2016-08-18,7.24,7.36,7.2,7.16,17313238.0,125111183.0
2016-08-17,7.22,7.26,7.23,7.18,11853680.0,85232393.0
2016-08-16,7.21,7.27,7.24,7.18,15547593.0,111830603.0
2016-08-15,7.13,7.27,7.21,7.06,22299209.0,159558435.0
2016-08-12,7.09,7.15,7.14,7.0,11259444.0,79346123.0
2016-08-11,7.13,7.22,7.13,7.08,16721625.0,119053623.0
2016-08-10,7.17,7.34,7.07,7.04,13968589.0,99304704.0
2016-08-09,7.03,7.21,7.16,7.01,17384399.0,123465109.0
2016-08-08,6.93,7.03,7.02,6.77,10150396.0,70013057.0
2016-08-05,6.95,7.01,6.93,6.9,8259804.0,57179901.0
2016-08-04,6.91,7.0,6.97,6.87,10031888.0,69264707.0
2016-08-03,6.78,6.95,6.93,6.76,10987971.0,75088274.0
2016-08-02,6.7,6.82,6.81,6.7,9709051.0,65207733.0
2016-08-01,6.84,6.91,6.72,6.64,17305849.0,115741689.0
2016-07-29,7.07,7.07,6.93,6.91,11291483.0,78475276.0
2016-07-28,7.08,7.11,7.07,6.93,16110526.0,112721966.0
2016-07-27,7.55,7.55,7.06,6.99,36154992.0,261219090.0
2016-07-26,7.54,7.61,7.58,7.44,17789300.0,133093187.0
