date,open,high,close,low,volume,amount
2016-11-24,84.19,86.18,83.86,82.97,3053248.0,256251509.0
2016-11-23,85.88,86.28,84.53,84.45,4205593.0,354835261.0
2016-11-22,84.46,87.37,86.65,84.19,7377207.0,628421322.0
2016-11-21,81.29,84.16,84.16,80.69,4308823.0,353636069.0
2016-11-18,80.53,82.12,81.39,80.13,4190524.0,337001438.0
2016-11-17,82.85,82.85,80.33,80.26,3082990.0,247467546.0
2016-11-16,81.84,84.77,82.85,81.84,3499185.0,290256200.0
2016-11-15,82.61,82.61,81.64,80.64,2851461.0,229878978.0
2016-11-14,82.93,83.59,82.78,82.16,2896419.0,237843682.0
2016-11-11,81.96,85.55,82.98,81.96,4478189.0,372377691.0
2016-11-10,79.58,84.06,82.65,79.58,5611848.0,459779599.0
2016-11-09,78.56,81.24,79.54,78.22,3841579.0,304796479.0
2016-11-08,78.82,79.2,78.28,78.0,1649685.0,128429176.0
2016-11-07,79.63,79.63,78.53,77.41,2974606.0,230746321.0
2016-11-04,78.4,81.43,79.62,78.38,4752477.0,378239121.0
2016-11-03,80.63,81.36,78.49,78.3,7130112.0,564594066.0
2016-10-26,77.01,77.15,75.69,75.1,1337534.0,100543414.0
2016-10-25,77.86,78.21,76.97,76.66,1698565.0,130079708.0
2016-10-24,78.11,78.57,77.81,77.43,1643235.0,127011000.0
2016-10-21,77.35,78.87,77.45,76.73,2068804.0,159694427.0
2016-10-20,76.31,78.11,77.37,75.8,2047006.0,156388047.0
2016-10-19,77.71,77.91,76.22,76.16,1501904.0,114739395.0
2016-10-18,75.59,79.29,77.51,74.58,2107722.0,161323564.0
2016-10-17,76.6,78.37,75.02,73.61,2140154.0,162254687.0
2016-10-14,76.25,77.07,76.51,75.9,1593336.0,120951141.0
2016-10-13,77.27,77.27,76.24,75.37,2782751.0,209728499.0
2016-10-12,78.09,79.07,78.06,77.61,1707481.0,132303656.0
2016-10-11,79.12,80.42,78.22,77.91,2507702.0,196244471.0
2016-10-10,77.25,79.42,78.96,77.11,3293272.0,256001866.0
2016-09-30,74.49,76.05,75.64,73.89,2006136.0,149469270.0
2016-09-29,72.99,75.05,74.31,72.98,2883527.0,212802456.0
2016-09-28,72.47,73.11,72.88,71.36,1329396.0,95198251.0
2016-09-27,72.07,73.34,72.47,71.42,1792587.0,128251085.0
2016-09-26,72.57,74.49,72.77,72.19,3522255.0,256591025.0
2016-09-23,70.86,72.05,71.0,70.48,1447482.0,102553616.0
2016-09-22,70.56,71.06,70.36,69.55,925741.0,64781725.0
2016-09-21,70.08,70.65,70.29,70.03,761635.0,53177595.0
2016-09-20,70.56,70.56,70.29,69.55,917894.0,63772214.0
2016-09-19,69.77,71.44,70.43,69.77,1067616.0,74708322.0
2016-09-14,69.02,70.98,69.7,68.54,1652331.0,114824558.0
2016-09-13,70.69,71.44,69.54,68.95,2436000.0,168609315.0
2016-09-12,71.02,71.73,70.84,70.1,2037002.0,143377146.0
2016-09-09,74.49,74.49,72.07,72.07,1880975.0,136572307.0
2016-09-08,73.83,74.39,74.08,73.59,948699.0,69591361.0
2016-09-07,74.76,75.06,73.98,73.98,1707435.0,126005615.0
2016-09-06,73.86,74.96,74.79,73.3,1568785.0,115396286.0
2016-09-05,74.53,74.89,74.25,73.66,1134985.0,83597689.0
2016-09-02,76.08,76.96,74.19,74.1,1777337.0,132303493.0
2016-09-01,75.75,77.95,76.24,75.75,2086617.0,159264424.0
2016-08-31,76.59,77.01,76.35,75.39,2355904.0,178036797.0
2016-08-30,76.8,78.61,77.65,76.26,2602620.0,199756955.0
2016-08-29,79.12,79.19,77.23,76.1,2391000.0,184077141.0
2016-08-26,80.13,82.15,79.19,78.63,2873428.0,227395168.0
2016-08-25,78.61,81.76,80.53,77.33,4211437.0,333879630.0
2016-08-24,75.41,79.0,78.61,75.41,3609891.0,280276965.0
2016-08-23,75.87,76.74,75.59,75.19,1306923.0,98335441.0
2016-08-22,75.81,78.61,76.34,75.49,2433946.0,186604328.0
2016-08-19,75.61,76.3,75.81,75.1,1116112.0,83980981.0
2016-08-18,76.48,77.01,75.78,74.6,1575010.0,118096774.0
2016-08-17,75.75,77.3,76.4,75.75,1489795.0,113316437.0
2016-08-16,76.61,77.37,76.05,75.75,1790757.0,135368727.0
2016-08-15,73.58,77.29,76.91,72.97,2905678.0,218159421.0
2016-08-12,72.07,73.02,72.86,71.97,954573.0,68743841.0
2016-08-11,72.87,73.48,72.38,71.82,1238814.0,89313155.0
2016-08-10,72.82,73.92,72.62,72.57,1706211.0,124041526.0
2016-08-09,71.13,72.97,72.81,70.87,1349151.0,96522541.0
2016-08-08,70.55,71.46,71.13,68.71,1115440.0,77603441.0
2016-08-05,72.16,73.18,70.72,70.72,1584332.0,112922709.0
2016-08-04,70.35,72.55,72.07,70.35,1692048.0,120301041.0
2016-08-03,70.13,70.91,70.66,69.77,1299345.0,90877589.0
2016-08-02,70.64,71.21,70.35,69.12,1974239.0,137106681.0
2016-08-01,72.05,72.05,70.71,67.6,1860754.0,128993670.0
2016-07-29,73.62,73.79,72.38,71.56,1692701.0,121574120.0
2016-07-28,73.68,75.32,73.38,72.57,1611958.0,118241364.0
2016-07-27,79.22,79.22,73.68,72.42,3375057.0,250941889.0
2016-07-26,77.14,79.51,79.24,77.02,1753069.0,136644988.0
2016-07-25,78.72,79.02,77.6,75.81,3363475.0,256092671.0
2016-07-22,81.65,81.95,79.39,78.39,6566405.0,521242470.0
2016-07-21,84.67,86.04,83.82,83.66,3814832.0,322075877.0
2016-07-20,82.95,87.17,85.5,82.95,6722901.0,572204454.0
