date,open,high,close,low,volume,amount
2016-11-24,28.77,29.06,28.7,28.62,3354980.0,96249657.0
2016-11-23,28.99,29.15,28.86,28.61,3510337.0,100643353.0
2016-11-22,28.74,29.06,29.0,28.54,3391085.0,96870440.0
2016-11-21,28.86,28.86,28.66,28.46,3128877.0,88996841.0
2016-11-18,28.84,29.08,28.86,28.66,2057543.0,59003477.0
2016-11-17,29.01,29.06,28.84,28.74,2224841.0,63915401.0
2016-11-16,29.03,29.8,29.1,28.96,6116276.0,178661469.0
2016-11-15,28.67,29.04,29.03,28.46,3467967.0,99322470.0
2016-11-14,28.61,29.04,28.82,28.61,2855700.0,81939842.0
2016-11-11,28.66,28.66,28.56,28.29,3115879.0,88255578.0
2016-11-10,28.66,28.66,28.54,28.35,2403057.0,68088998.0
2016-11-09,28.58,28.63,28.26,27.87,3591089.0,101090734.0
2016-11-08,28.42,28.66,28.61,28.24,3652865.0,103305494.0
2016-11-07,28.54,28.85,28.18,28.12,4163392.0,117309486.0
2016-11-04,28.64,29.14,28.67,28.46,2037640.0,58242723.0
2016-11-03,28.66,29.12,28.72,28.54,4386074.0,125553349.0
2016-11-02,29.41,29.45,28.76,28.66,3139234.0,90671376.0
2016-11-01,29.16,29.42,29.28,28.96,2628756.0,76400772.0
2016-10-31,29.1,29.22,29.16,28.77,1922459.0,55566481.0
2016-10-28,29.55,29.93,28.97,28.96,4133319.0,120713707.0
2016-10-27,29.24,29.89,29.66,29.18,2959650.0,87027973.0
2016-10-26,29.93,30.47,29.56,29.4,4542620.0,134994315.0
2016-10-25,29.81,29.97,29.65,29.57,2064099.0,60931475.0
2016-10-24,29.43,30.1,29.76,29.36,5191403.0,153989430.0
2016-10-21,29.89,29.89,29.27,29.01,3420909.0,99875103.0
2016-10-20,29.82,29.92,29.89,29.51,2600344.0,76965529.0
2016-10-19,29.62,30.24,29.73,29.56,4759347.0,141758798.0
2016-10-18,29.17,29.88,29.56,29.16,3326092.0,97773647.0
2016-10-17,29.5,29.71,29.22,29.17,2804079.0,82147392.0
2016-10-14,29.95,29.96,29.44,29.22,3127336.0,91586286.0
2016-10-13,30.06,30.17,30.0,29.84,3112702.0,92878578.0
2016-10-12,29.87,30.09,30.06,29.65,4254334.0,126304061.0
2016-10-11,30.37,30.47,30.16,29.59,7309720.0,217476459.0
2016-10-10,29.05,30.65,30.36,29.04,8524337.0,255155332.0
2016-09-30,28.73,29.25,29.08,28.66,2084322.0,60139981.0
2016-09-29,28.76,29.04,28.75,28.65,1509848.0,43350119.0
2016-09-28,28.61,29.01,28.76,28.49,2709831.0,77550313.0
2016-09-27,28.11,28.75,28.71,27.92,4990483.0,141561494.0
2016-09-26,28.41,28.63,28.11,28.04,4116572.0,115781034.0
2016-09-23,28.67,28.67,28.42,28.33,2106161.0,59703878.0
2016-09-22,28.58,28.78,28.51,28.49,2264621.0,64462925.0
2016-09-21,28.56,28.88,28.57,28.34,2001102.0,56866432.0
2016-09-20,28.9,28.9,28.57,28.46,2111592.0,60046303.0
2016-09-19,28.19,28.73,28.73,28.16,3753727.0,106428640.0
2016-09-14,28.3,28.71,28.26,28.07,6969635.0,196098460.0
2016-09-13,28.91,28.92,28.29,28.19,4931772.0,139294487.0
2016-09-12,29.05,29.26,28.67,28.66,4632088.0,133387978.0
2016-09-09,30.06,30.26,29.8,29.68,3191554.0,95206970.0
2016-09-08,29.87,30.41,30.06,29.62,3191979.0,94962904.0
2016-09-07,30.18,30.67,30.0,29.96,5657015.0,171016911.0
2016-09-06,29.48,30.18,30.18,29.31,4062874.0,120320376.0
2016-09-05,29.36,29.63,29.54,29.17,2683666.0,78498947.0
2016-09-02,29.28,29.63,29.25,28.66,3891677.0,112901415.0
2016-09-01,29.89,30.07,29.45,29.45,2243957.0,66524815.0
2016-08-31,30.32,30.32,29.88,29.62,2132157.0,63276769.0
2016-08-30,30.41,30.6,30.13,30.05,2800340.0,84427199.0
2016-08-29,30.17,30.72,30.32,30.05,3401518.0,102953217.0
2016-08-26,30.12,30.63,30.24,30.07,4579429.0,138456301.0
2016-08-25,29.82,30.35,30.13,29.16,4017810.0,118924211.0
2016-08-24,29.95,30.46,30.01,29.9,4108091.0,123333739.0
2016-08-23,30.18,30.35,29.97,29.73,3592860.0,107139906.0
2016-08-22,30.88,31.02,30.37,30.14,6533932.0,198138993.0
2016-08-19,30.13,30.61,30.56,29.77,10245816.0,308128470.0
2016-08-18,29.6,30.14,29.86,29.16,6823257.0,202292488.0
2016-08-17,29.7,30.15,29.6,29.28,4327853.0,127675037.0
2016-08-16,29.34,30.13,29.71,29.34,9077293.0,269110428.0
