date,open,high,close,low,volume,amount
2016-11-24,21.26,21.56,21.01,20.97,3847803.0,80558070.0
2016-11-23,21.65,22.1,21.31,21.13,5936564.0,126679429.0
2016-11-22,21.23,21.92,21.7,21.23,5429421.0,116032123.0
2016-11-21,21.21,21.42,21.25,21.06,3932122.0,82334332.0
2016-11-18,20.9,21.46,21.18,20.75,5153487.0,107422949.0
2016-11-17,20.96,20.99,20.93,20.62,2651321.0,54472413.0
2016-11-16,20.68,20.98,20.92,20.67,3814274.0,78361683.0
2016-11-15,20.7,20.78,20.76,20.46,3177429.0,64556976.0
2016-11-14,20.55,20.85,20.72,20.55,4748119.0,96959847.0
2016-11-11,20.75,20.77,20.58,20.44,4217667.0,85525628.0
2016-11-10,20.37,20.75,20.59,20.37,5334233.0,108127781.0
2016-11-09,20.49,20.57,20.42,19.88,4256873.0,84859491.0
2016-11-08,20.54,20.58,20.48,20.34,3528569.0,71068105.0
2016-11-07,20.21,20.74,20.54,20.21,6924269.0,140336039.0
2016-11-04,20.16,20.27,20.18,20.04,2972699.0,59058641.0
2016-11-03,20.09,20.25,20.14,19.99,4050304.0,80393174.0
2016-11-02,20.0,20.3,20.14,19.89,5719980.0,113590515.0
2016-11-01,19.78,20.07,20.02,19.58,3297505.0,64731998.0
2016-10-31,19.68,19.84,19.73,19.28,2572482.0,49623204.0
2016-10-28,19.94,20.14,19.68,19.67,3397666.0,66783527.0
2016-10-27,20.18,20.18,19.96,19.9,2768586.0,54585015.0
2016-10-26,20.03,20.18,20.15,19.91,3592161.0,70996554.0
2016-10-25,19.92,20.06,20.02,19.84,2777343.0,54618970.0
2016-10-24,19.66,19.97,19.89,19.64,3363696.0,65712209.0
2016-10-21,20.14,20.16,19.83,19.6,3635185.0,71139650.0
2016-10-20,20.02,20.26,20.05,19.96,4029632.0,79919634.0
2016-10-19,20.0,20.05,20.02,19.84,2946943.0,57977762.0
2016-10-18,19.56,20.05,20.01,19.47,4586565.0,89398673.0
2016-10-17,19.9,20.03,19.62,19.59,3419800.0,66841913.0
2016-10-14,19.88,19.99,19.92,19.68,3015920.0,58947739.0
2016-10-13,19.99,20.13,19.96,19.84,3831891.0,75470560.0
2016-10-12,19.74,20.16,20.01,19.59,5307411.0,104067996.0
2016-10-11,19.47,19.96,19.82,19.43,5336030.0,103531695.0
2016-10-10,19.44,19.52,19.5,19.11,5097816.0,97052830.0
2016-09-30,19.36,19.37,19.26,19.18,1888809.0,35862672.0
2016-09-29,19.37,19.48,19.32,19.24,2311820.0,44125815.0
2016-09-28,19.25,19.4,19.25,19.1,2878525.0,54598695.0
2016-09-27,19.33,19.53,19.23,18.88,5801388.0,109792932.0
2016-09-26,20.44,20.73,19.61,19.5,6795633.0,134577780.0
2016-09-23,20.59,20.69,20.54,20.24,6181171.0,124910101.0
2016-09-22,20.17,21.0,20.59,20.17,12264071.0,250038391.0
2016-09-21,19.6,20.06,20.04,19.47,5885939.0,115323919.0
2016-09-20,19.78,19.96,19.58,19.48,4556069.0,88551883.0
2016-09-19,19.78,20.05,19.99,19.37,6430927.0,125099650.0
2016-09-14,19.93,20.09,19.64,19.44,5590311.0,108529707.0
2016-09-13,19.76,20.17,20.13,19.51,6706679.0,131692934.0
2016-09-12,19.9,20.22,19.46,19.27,8534154.0,167137608.0
2016-09-09,20.01,20.37,20.21,19.89,6788102.0,134916803.0
2016-09-08,19.92,20.08,20.06,19.83,4433249.0,87141701.0
2016-09-07,19.49,20.24,19.95,19.49,8363809.0,164253656.0
2016-09-06,19.36,19.53,19.53,18.99,4266648.0,81400253.0
2016-09-05,19.28,19.44,19.36,19.15,3465425.0,66026776.0
2016-09-02,19.07,19.2,19.16,18.84,3511762.0,65997399.0
2016-09-01,19.63,19.83,19.16,19.14,5375819.0,103348588.0
2016-08-31,19.15,19.36,19.33,18.96,3587888.0,67795759.0
2016-08-30,19.15,19.49,19.17,19.13,4193733.0,79778434.0
2016-08-29,19.06,19.39,19.21,18.95,4906477.0,92890699.0
2016-08-26,18.77,19.11,18.98,18.71,3731580.0,69820570.0
2016-08-25,18.82,18.85,18.69,18.46,2549888.0,46766347.0
2016-08-24,18.8,19.03,18.88,18.78,2226924.0,41511495.0
2016-08-23,18.9,19.16,18.77,18.61,3096359.0,57627407.0
2016-08-22,18.83,19.21,18.99,18.78,4342798.0,81301887.0
2016-08-19,18.97,19.01,18.83,18.67,2464552.0,45739781.0
2016-08-18,18.83,19.06,19.04,18.71,3852779.0,71801152.0
2016-08-17,18.8,19.05,18.83,18.68,3507109.0,65246464.0
2016-08-16,18.51,18.85,18.7,18.5,3856914.0,71051949.0
2016-08-15,18.03,18.67,18.56,18.0,4375497.0,79502609.0
2016-08-12,17.92,18.1,18.06,17.8,2019562.0,35720234.0
2016-08-11,18.33,18.33,17.83,17.82,1576559.0,28160829.0
2016-08-10,18.37,18.45,18.29,18.25,1687046.0,30507601.0
2016-08-09,18.35,18.51,18.4,18.18,2850314.0,51488879.0
2016-08-08,18.08,18.31,18.29,17.91,2102132.0,37515813.0
2016-08-05,18.13,18.29,18.09,18.01,1892965.0,33906066.0
2016-08-04,18.1,18.14,18.08,17.93,1765032.0,31410180.0
2016-08-03,17.9,18.23,18.06,17.71,3209976.0,56960419.0
2016-08-02,17.91,18.0,17.88,17.51,3362248.0,58895840.0
2016-08-01,18.19,18.19,17.91,17.7,2531756.0,44652077.0
2016-07-29,18.3,18.44,18.27,18.12,2052427.0,36884861.0
2016-07-28,18.21,18.46,18.32,17.96,4149720.0,74560248.0
2016-07-27,19.17,19.25,18.06,17.83,5795503.0,105589961.0
2016-07-26,19.02,19.21,19.18,18.92,3535102.0,66460704.0
2016-07-25,18.76,19.76,19.17,18.76,6554781.0,124170659.0
2016-07-22,18.86,18.92,18.79,18.64,2178296.0,40231616.0
2016-07-21,19.0,19.07,18.89,18.86,2739431.0,51211915.0
2016-07-20,18.91,19.06,18.98,18.82,2575852.0,48095505.0
2016-07-19,18.88,18.97,18.92,18.62,2321266.0,43070182.0
2016-07-18,19.17,19.17,18.91,18.36,5132112.0,95388871.0
2016-07-15,19.09,19.37,19.01,18.95,3565545.0,67259094.0
2016-07-14,19.05,19.18,19.1,18.9,4748551.0,89178223.0
2016-07-13,18.69,19.3,19.15,18.69,10064040.0,189584039.0
2016-07-12,18.41,18.87,18.83,17.97,6622170.0,119741921.0
2016-07-11,18.53,18.65,18.37,18.34,4331554.0,79032263.0
2016-07-08,18.46,18.64,18.48,18.42,2545724.0,46514238.0
2016-07-07,18.5,18.7,18.48,18.39,3893109.0,71173020.0
2016-07-06,18.54,18.54,18.47,18.34,3202973.0,58249170.0
2016-07-05,18.49,18.56,18.48,18.26,4011323.0,72913304.0
2016-07-04,18.0,18.52,18.49,18.0,4082926.0,73929582.0
2016-07-01,18.15,18.32,18.16,18.12,2742540.0,49144961.0
2016-06-30,18.21,18.3,18.14,18.06,2643965.0,47359090.0
2016-06-29,18.12,18.38,18.13,18.02,3169426.0,56843823.0
2016-06-28,17.94,18.18,18.09,17.85,3232651.0,57548017.0
2016-06-27,17.26,18.04,18.02,17.25,3548711.0,62205429.0
2016-06-24,17.77,17.98,17.41,16.76,4078121.0,70232173.0
2016-06-23,18.07,18.16,17.8,17.71,3137971.0,55324228.0
2016-06-22,17.71,18.08,18.07,17.71,2496041.0,44140420.0
2016-06-21,18.12,18.23,17.72,17.65,3207588.0,56861507.0
2016-06-20,18.19,18.35,17.96,17.6,4193274.0,73886810.0
2016-06-17,18.34,18.48,18.25,18.18,4125716.0,74629032.0
2016-06-16,18.72,18.8,18.35,18.16,7646411.0,138850880.0
2016-06-15,18.38,19.12,18.93,18.18,15382645.0,282198978.0
2016-06-14,18.14,18.42,18.4,18.12,4599364.0,82929788.0
2016-06-13,18.25,18.54,18.29,18.18,6419692.0,115915978.0
2016-06-08,18.36,18.64,18.54,18.21,6321016.0,114922561.0
2016-06-07,17.75,18.55,18.5,17.64,7256052.0,129873863.0
2016-06-06,17.89,17.89,17.73,17.49,2793643.0,48588723.0
